0	pkg/localdeps/go-utils/id/machine_id.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/go-utils/id/machineid/example_test.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/go-utils/id/order_id.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/go-utils/timeutil/trans.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/go-utils/timeutil/trans_test.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/bootstrap/app_info.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/bootstrap/bootstrap.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/bootstrap/bootstrap_test.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/bootstrap/context.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/cache/redis/redis.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/config/bootstrap_config.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/config/config.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/config/factory.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/logger/factory.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/logger/factory_test.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/logger/logger.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/registry/discovery.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/registry/registrar.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/rpc/grpc.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/rpc/rest.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/rpc/utils.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/tracer/factory.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/tracer/tracer.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/transport/asynq/asynq_server.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
0	pkg/localdeps/kratos-bootstrap/transport/sse/sse_server.go	PASS: non-import AST and directives equivalent (not a runtime equivalence proof)
